INFO:root:The followings are train results:
INFO:root:Epoch: 0
INFO:root:Epoch: 0 | update_interval: 0.3148028373718262 s | rate: 3.5387351512908936 | distortion(mse): 0.1675005406141281 | rd_loss: 689.620849609375
INFO:root:Epoch: 0 | update_interval: 0.20005171298980712 s | rate: 2.8163809776306152 | distortion(mse): 0.11651194095611572 | rd_loss: 480.04937744140625
INFO:root:Epoch: 0 | update_interval: 0.16172502835591634 s | rate: 2.4936795234680176 | distortion(mse): 0.09266114979982376 | rd_loss: 382.03375244140625
INFO:root:Epoch: 0 | update_interval: 0.14247204065322877 s | rate: 2.177001953125 | distortion(mse): 0.07887405157089233 | rd_loss: 325.2451477050781
INFO:root:Epoch: 0 | update_interval: 0.13143067359924315 s | rate: 1.9676767587661743 | distortion(mse): 0.06946802884340286 | rd_loss: 286.5087890625
INFO:root:Epoch: 0 | update_interval: 0.1239026387532552 s | rate: 1.8609700202941895 | distortion(mse): 0.06345512717962265 | rd_loss: 261.773193359375
INFO:root:Epoch: 0 | update_interval: 0.11841261727469309 s | rate: 1.7948100566864014 | distortion(mse): 0.05835122987627983 | rd_loss: 240.801513671875
INFO:root:Epoch: 0 | update_interval: 0.11441161036491394 s | rate: 1.7305386066436768 | distortion(mse): 0.054450470954179764 | rd_loss: 224.7597198486328
INFO:root:Epoch: 0 | update_interval: 0.11115630467732747 s | rate: 1.6634641885757446 | distortion(mse): 0.05092574283480644 | rd_loss: 210.25537109375
INFO:root:Epoch: 0 | update_interval: 0.10840447902679444 s | rate: 1.6080278158187866 | distortion(mse): 0.04782157018780708 | rd_loss: 197.48524475097656
INFO:root:Epoch: 0 | update_interval: 0.10651726289228959 s | rate: 1.5616368055343628 | distortion(mse): 0.0454048328101635 | rd_loss: 187.53988647460938
INFO:root:Epoch: 0 | update_interval: 0.10479555130004883 s | rate: 1.515934705734253 | distortion(mse): 0.04330729693174362 | rd_loss: 178.90269470214844
INFO:root:Epoch: 0 | update_interval: 0.10329388838547926 s | rate: 1.4753973484039307 | distortion(mse): 0.0414452850818634 | rd_loss: 171.2353515625
INFO:root:Epoch: 0 | update_interval: 0.10209794725690569 s | rate: 1.4419634342193604 | distortion(mse): 0.03990822657942772 | rd_loss: 164.90614318847656
INFO:root:Epoch: 0 | update_interval: 0.10090189615885417 s | rate: 1.4153257608413696 | distortion(mse): 0.03842693567276001 | rd_loss: 158.81214904785156
INFO:root:Epoch: 0 | update_interval: 0.10003215074539185 s | rate: 1.3901349306106567 | distortion(mse): 0.0372694693505764 | rd_loss: 154.04595947265625
INFO:root:Epoch: 0 | update_interval: 0.0991154530469109 s | rate: 1.3674049377441406 | distortion(mse): 0.036159176379442215 | rd_loss: 149.4754638671875
INFO:root:Epoch: 0 | update_interval: 0.09836367236243354 s | rate: 1.3493186235427856 | distortion(mse): 0.03506452217698097 | rd_loss: 144.97366333007812
INFO:root:Epoch: 0 | update_interval: 0.09769811128315173 s | rate: 1.3323628902435303 | distortion(mse): 0.033980123698711395 | rd_loss: 140.51499938964844
INFO:root:Epoch: 0 | update_interval: 0.09715734243392944 s | rate: 1.3165242671966553 | distortion(mse): 0.03302183002233505 | rd_loss: 136.573974609375
INFO:root:Epoch: 1
INFO:root:Epoch: 1 | update_interval: 0.10403337251572382 s | rate: 1.3020070791244507 | distortion(mse): 0.032082002609968185 | rd_loss: 132.70994567871094
INFO:root:Epoch: 1 | update_interval: 0.10328757762908936 s | rate: 1.2897120714187622 | distortion(mse): 0.03125576302409172 | rd_loss: 129.31336975097656
INFO:root:Epoch: 1 | update_interval: 0.10244289688442064 s | rate: 1.277657389640808 | distortion(mse): 0.030469607561826706 | rd_loss: 126.08122253417969
INFO:root:Epoch: 1 | update_interval: 0.10186136166254679 s | rate: 1.2663692235946655 | distortion(mse): 0.02968284860253334 | rd_loss: 122.84736633300781
INFO:root:Epoch: 1 | update_interval: 0.10120275115966797 s | rate: 1.2560828924179077 | distortion(mse): 0.028933046385645866 | rd_loss: 119.76589965820312
INFO:root:Epoch: 1 | update_interval: 0.10058327454787035 s | rate: 1.2491669654846191 | distortion(mse): 0.028321871533989906 | rd_loss: 117.255615234375
INFO:root:Epoch: 1 | update_interval: 0.09997392583776403 s | rate: 1.2425756454467773 | distortion(mse): 0.027712758630514145 | rd_loss: 114.75407409667969
INFO:root:Epoch: 1 | update_interval: 0.09953064237322126 s | rate: 1.2367198467254639 | distortion(mse): 0.027203213423490524 | rd_loss: 112.66112518310547
INFO:root:Epoch: 1 | update_interval: 0.0990174046878157 s | rate: 1.2289355993270874 | distortion(mse): 0.026709457859396935 | rd_loss: 110.63091278076172
INFO:root:Epoch: 1 | update_interval: 0.0986405102411906 s | rate: 1.2215899229049683 | distortion(mse): 0.026175279170274734 | rd_loss: 108.43557739257812
INFO:root:Epoch: 1 | update_interval: 0.09821310504790276 s | rate: 1.2160449028015137 | distortion(mse): 0.025721475481987 | rd_loss: 106.57125854492188
INFO:root:Epoch: 1 | update_interval: 0.09785836040973664 s | rate: 1.2104624509811401 | distortion(mse): 0.02526269294321537 | rd_loss: 104.68651580810547
INFO:root:Epoch: 1 | update_interval: 0.0974603508457993 s | rate: 1.2045629024505615 | distortion(mse): 0.02482062764465809 | rd_loss: 102.86990356445312
INFO:root:Epoch: 1 | update_interval: 0.09714052677154542 s | rate: 1.1998827457427979 | distortion(mse): 0.024402717128396034 | rd_loss: 101.15345001220703
INFO:root:Epoch: 1 | update_interval: 0.09682186126708985 s | rate: 1.1961755752563477 | distortion(mse): 0.023995257914066315 | rd_loss: 99.48078155517578
INFO:root:Epoch: 1 | update_interval: 0.09650080336464775 s | rate: 1.1924378871917725 | distortion(mse): 0.02364300936460495 | rd_loss: 98.03424835205078
INFO:root:Epoch: 1 | update_interval: 0.09619042164570576 s | rate: 1.1887266635894775 | distortion(mse): 0.02331082709133625 | rd_loss: 96.66989135742188
INFO:root:Epoch: 1 | update_interval: 0.09594535576669794 s | rate: 1.1862733364105225 | distortion(mse): 0.022965863347053528 | rd_loss: 95.25446319580078
INFO:root:Epoch: 1 | update_interval: 0.09569314932211852 s | rate: 1.1824320554733276 | distortion(mse): 0.022632215172052383 | rd_loss: 93.8840103149414
INFO:root:Epoch: 1 | update_interval: 0.09543469309806824 s | rate: 1.1796290874481201 | distortion(mse): 0.022334832698106766 | rd_loss: 92.66311645507812
INFO:root:Epoch: 2
INFO:root:Epoch: 2 | update_interval: 0.0980685013096507 s | rate: 1.1764612197875977 | distortion(mse): 0.02202472649514675 | rd_loss: 91.38973999023438
INFO:root:Epoch: 2 | update_interval: 0.09776229177202497 s | rate: 1.1740137338638306 | distortion(mse): 0.02173488400876522 | rd_loss: 90.20010375976562
INFO:root:Epoch: 2 | update_interval: 0.09746989094933799 s | rate: 1.1712524890899658 | distortion(mse): 0.02145063690841198 | rd_loss: 89.03306579589844
INFO:root:Epoch: 2 | update_interval: 0.09721826206554066 s | rate: 1.1681296825408936 | distortion(mse): 0.021164443343877792 | rd_loss: 87.85767364501953
